season,game_id,period,team,teamCode,shooterName,shotType,xCordAdjusted,yCordAdjusted,shotDistance,shotAngleAdjusted,shotRebound,shotRush,shotOnEmptyNet,homeSkatersOnIce,awaySkatersOnIce,goal
2022,21273,2,HOME,MTL,Player225,WRIST,74.6,8.8,16.8,31.4,0,0,0,5,5,0
2022,20398,1,HOME,MTL,Player226,DEFLECTED,85.1,4.4,5.9,48.5,0,0,0,4,5,0
2023,20485,1,AWAY,VGK,Player227,WRAP-AROUND,74.9,19.3,23.9,53.9,1,0,0,5,4,0
2023,20542,3,HOME,VGK,Player228,WRIST,83.4,-27.8,28.3,78.6,0,0,0,5,5,0
2022,20550,3,HOME,BOS,Player229,WRIST,88.1,-1.8,2.0,63.0,0,0,0,4,5,0
2022,20599,2,HOME,COL,Player230,WRIST,77.0,-19.2,22.6,58.0,0,0,0,5,5,0
2023,20572,3,AWAY,TOR,Player231,SNAP,78.8,-11.9,15.7,49.2,0,0,0,5,6,0
2023,20556,2,AWAY,MTL,Player232,TIP-IN,72.2,8.7,18.9,27.4,0,0,0,6,5,0
2022,20554,2,AWAY,VGK,Player233,BACKHAND,79.6,-18.2,20.5,62.7,0,0,0,5,5,0
2022,20975,1,HOME,TBL,Player234,SNAP,62.7,11.0,28.5,22.6,0,0,0,5,5,0
2023,20316,2,HOME,EDM,Player235,WRIST,77.9,-15.1,18.7,53.6,0,0,0,5,5,0
2022,20271,1,AWAY,EDM,Player236,WRIST,61.5,12.2,30.1,23.9,0,0,0,5,5,0
2023,20123,1,HOME,TOR,Player237,WRIST,86.3,-9.8,10.2,74.8,0,0,0,5,5,0
2023,21184,3,HOME,BOS,Player238,WRIST,68.7,-10.8,23.0,28.0,0,0,0,6,5,0
2022,20695,2,AWAY,VGK,Player239,TIP-IN,81.2,2.0,8.1,14.5,0,0,0,5,5,0
2022,21018,1,HOME,NYR,Player240,WRIST,80.6,7.0,11.0,39.7,0,1,0,4,5,0
2023,20744,3,AWAY,BOS,Player241,WRIST,80.3,-11.3,14.3,52.2,0,0,0,5,5,0
2022,20663,2,AWAY,TOR,Player242,SNAP,70.1,32.6,37.6,59.9,0,0,0,4,5,0
2023,20955,1,AWAY,TOR,Player243,SNAP,81.4,4.9,9.1,32.8,0,0,0,5,5,0
2023,20843,2,HOME,NYR,Player244,BACKHAND,80.0,-2.3,9.3,14.3,0,0,0,5,5,0
2022,21087,1,HOME,CAR,Player245,WRIST,77.2,14.9,19.1,51.6,0,0,0,5,5,0
2022,21097,3,AWAY,CAR,Player246,WRIST,75.5,-14.7,20.0,47.3,0,0,0,5,5,0
2022,21267,1,HOME,EDM,Player247,WRIST,80.7,7.7,11.3,42.8,0,0,0,5,4,0
2023,20390,3,HOME,NYR,Player248,WRIST,75.1,-13.8,19.6,44.8,0,0,0,5,5,0
2022,21155,3,HOME,BOS,Player249,BACKHAND,75.5,27.9,31.0,64.2,1,0,0,5,4,0
2022,20570,3,AWAY,EDM,Player0,DEFLECTED,72.1,40.5,43.9,67.4,0,0,0,4,5,0
2022,21231,1,HOME,CAR,Player1,WRIST,82.8,14.5,15.8,66.7,0,0,0,4,5,0
2022,21219,3,AWAY,MTL,Player2,WRIST,51.2,39.2,54.4,46.0,0,0,0,5,3,0
2023,21078,2,AWAY,BOS,Player3,TIP-IN,86.9,-1.5,2.6,36.0,0,0,0,5,5,0
2022,21234,1,HOME,PIT,Player4,WRIST,71.8,22.6,28.4,52.7,0,0,0,5,5,0
2023,20839,2,AWAY,CAR,Player5,BACKHAND,58.1,8.3,31.9,15.0,1,0,0,5,5,0
2023,21183,2,HOME,MTL,Player6,SLAP,53.3,-13.0,38.0,20.1,0,0,0,5,5,0
2022,21238,2,HOME,MTL,Player7,SLAP,77.5,-10.5,15.5,42.4,0,0,0,5,5,0
2022,20250,2,HOME,EDM,Player8,WRIST,67.5,33.8,40.1,57.5,0,0,0,5,5,0
2023,20102,3,HOME,VGK,Player9,WRIST,78.0,-7.7,13.5,35.0,0,0,0,5,4,0
2022,21072,1,AWAY,CAR,Player10,WRIST,48.2,-27.8,49.4,34.2,0,0,0,5,5,0
2022,21131,2,AWAY,COL,Player11,SNAP,59.0,-19.0,35.6,32.4,0,0,0,5,5,0
2023,20986,2,HOME,TBL,Player12,WRIST,70.4,9.3,20.8,26.6,0,0,0,5,5,0
2023,20065,1,HOME,PIT,Player13,SNAP,72.1,4.7,17.5,15.5,0,0,0,6,5,0
2022,21024,1,AWAY,TOR,Player14,DEFLECTED,75.5,-16.0,21.0,50.0,0,0,0,4,5,0
2022,20794,1,HOME,VGK,Player15,BACKHAND,60.5,-9.7,30.1,18.7,0,0,0,5,5,0
2023,20537,2,AWAY,EDM,Player16,WRIST,56.9,-47.3,57.1,55.8,0,0,0,5,5,0
2023,20534,2,AWAY,PIT,Player17,SNAP,35.3,-13.3,55.3,13.9,0,0,0,5,5,0
2022,20282,1,HOME,CAR,Player18,WRIST,83.2,-9.7,11.3,58.8,0,0,0,5,5,0
2023,20316,2,HOME,MTL,Player19,SNAP,75.7,-33.1,35.6,68.1,0,1,0,4,5,0
2023,20242,3,HOME,EDM,Player20,TIP-IN,82.8,5.7,8.4,42.8,0,0,0,5,5,0
2023,20153,3,AWAY,PIT,Player21,WRIST,80.4,-15.7,17.9,61.4,0,0,0,5,5,0
2022,20385,2,AWAY,BOS,Player22,TIP-IN,67.7,6.7,22.3,17.5,0,0,0,5,5,0
2023,20522,3,AWAY,PIT,Player23,DEFLECTED,75.9,7.2,15.0,28.8,0,0,0,5,5,0
2022,20275,1,AWAY,MTL,Player24,WRIST,68.0,-10.2,23.3,25.9,0,0,0,5,5,0
2022,20669,2,AWAY,VGK,Player25,BACKHAND,86.2,-6.3,6.9,65.9,0,0,0,4,5,0
2022,21240,3,HOME,COL,Player26,TIP-IN,88.3,30.4,30.4,88.6,1,0,0,6,5,0
2023,20095,1,HOME,NYR,Player27,WRIST,88.3,26.3,26.3,88.6,0,0,0,5,6,0
2022,20392,2,HOME,EDM,Player28,WRIST,82.0,3.5,7.8,26.4,0,1,0,5,4,0
2022,20274,2,HOME,BOS,Player29,WRAP-AROUND,75.8,11.4,17.5,40.9,0,0,0,3,5,0
2022,20417,3,AWAY,COL,Player30,WRIST,73.9,-11.8,19.2,38.1,0,0,0,5,5,0
2023,21268,1,HOME,CAR,Player31,WRIST,84.0,-1.2,5.1,13.1,0,0,0,5,5,0
2022,20277,1,HOME,MTL,Player32,WRIST,86.5,-7.0,7.4,70.2,0,0,0,4,5,0
2023,21215,1,HOME,PIT,Player33,WRIST,41.0,-9.2,48.9,10.8,0,0,0,5,5,0
2023,20812,3,HOME,EDM,Player34,WRIST,71.0,15.9,24.0,41.4,0,0,0,5,5,0
2023,21008,3,AWAY,NYR,Player35,SLAP,83.4,-12.6,13.8,66.0,0,1,0,5,5,0
2023,20018,1,HOME,TOR,Player36,SNAP,85.2,-2.8,4.7,36.1,0,0,0,5,5,0
2023,20628,1,AWAY,COL,Player37,SLAP,69.4,29.7,35.6,56.6,0,0,0,5,5,0
2022,20705,1,AWAY,CAR,Player38,WRIST,80.4,-10.4,13.4,50.4,0,0,0,5,5,0
2022,20696,2,AWAY,VGK,Player39,WRIST,75.9,-34.2,36.6,69.0,0,0,0,5,5,0
2022,20277,2,HOME,COL,Player40,SNAP,63.6,-34.5,42.9,53.6,0,0,0,5,5,0
2022,20597,3,HOME,VGK,Player41,WRIST,82.8,20.6,21.5,73.3,0,0,0,5,5,0
2022,20558,2,AWAY,TOR,Player42,SNAP,77.1,28.2,30.6,67.1,0,0,0,5,5,0
2023,20636,2,HOME,EDM,Player43,SNAP,49.0,41.6,57.7,46.2,0,0,0,5,5,0
2022,20323,3,HOME,PIT,Player44,TIP-IN,43.8,27.7,53.0,31.4,0,0,0,5,5,0
2022,20010,2,AWAY,COL,Player45,TIP-IN,76.5,-27.2,29.9,65.4,0,0,0,5,5,0
2022,20506,3,AWAY,BOS,Player46,WRIST,80.1,-20.9,22.7,67.0,0,0,0,5,4,0
2023,20247,3,HOME,NYR,Player47,SLAP,83.9,-12.1,13.1,67.2,0,0,0,5,5,0
2023,20940,2,AWAY,VGK,Player48,WRIST,77.1,13.3,17.8,48.3,0,0,0,5,5,0
2022,20640,3,HOME,BOS,Player49,SNAP,83.6,-11.5,12.8,64.8,0,0,0,5,5,0
2023,21202,2,HOME,PIT,Player50,TIP-IN,85.4,0.9,3.7,14.1,0,0,0,5,5,0
2023,20189,3,AWAY,VGK,Player51,SNAP,77.0,37.6,39.5,72.4,0,0,0,5,5,0
2023,20948,2,HOME,VGK,Player52,WRIST,83.8,2.0,5.6,21.0,0,0,0,5,5,0
2023,20585,3,HOME,CAR,Player53,BACKHAND,82.4,-14.6,16.1,65.6,0,0,0,5,5,0
2022,20375,1,HOME,VGK,Player54,WRIST,74.2,5.8,15.9,21.5,0,0,0,5,5,1
2022,20397,1,AWAY,COL,Player55,BACKHAND,70.1,16.3,25.0,40.8,0,0,0,5,5,0
2022,21060,3,HOME,BOS,Player56,WRIST,70.8,-18.8,26.2,45.9,0,0,0,5,5,0
2022,21175,1,AWAY,EDM,Player57,SNAP,74.1,20.6,25.4,54.2,0,1,0,5,5,0
2023,21151,1,AWAY,TBL,Player58,SNAP,84.8,40.0,40.3,84.0,0,1,0,5,4,0
2022,20907,3,HOME,EDM,Player59,WRIST,57.9,20.6,37.3,33.6,0,0,0,5,5,0
2022,20371,3,HOME,PIT,Player60,WRIST,62.7,23.1,35.0,41.4,0,0,0,5,5,0
2023,20365,3,AWAY,COL,Player61,WRIST,67.0,58.7,62.7,69.5,0,0,0,5,5,0
2023,20072,3,AWAY,VGK,Player62,BACKHAND,74.9,26.1,29.7,61.6,0,0,0,5,5,0
2022,21164,3,HOME,BOS,Player63,SLAP,11.4,19.6,80.0,14.2,0,0,0,4,5,0
2022,21149,3,AWAY,PIT,Player64,SNAP,79.3,13.0,16.3,53.2,0,0,0,5,5,0
2023,21084,2,AWAY,NYR,Player65,WRIST,69.2,-16.1,25.5,39.2,0,0,0,5,5,0
2023,20218,1,AWAY,BOS,Player66,TIP-IN,81.5,-23.8,25.0,72.5,0,0,0,5,5,0
2022,21222,3,HOME,PIT,Player67,SLAP,78.9,3.6,10.7,19.6,0,0,0,5,5,0
2023,20928,3,AWAY,BOS,Player68,WRIST,76.8,22.2,25.4,61.1,0,0,0,5,5,1
2022,20877,2,AWAY,CAR,Player69,TIP-IN,78.0,-27.9,30.0,68.5,0,1,0,5,5,0
2023,20922,2,AWAY,PIT,Player70,SLAP,46.1,39.2,58.1,42.4,0,0,0,5,5,0
2023,20685,1,HOME,TBL,Player71,BACKHAND,81.8,-2.1,7.5,16.4,0,1,0,5,5,1
2023,20635,1,AWAY,TBL,Player72,SLAP,70.7,-18.4,25.9,45.1,0,0,0,5,3,0
2022,20193,2,AWAY,EDM,Player73,SLAP,87.6,-12.4,12.5,83.6,0,0,0,5,4,0
2023,21182,1,AWAY,TOR,Player74,WRIST,77.8,22.7,25.3,63.7,0,0,0,5,5,0
2022,20165,2,HOME,MTL,Player75,TIP-IN,70.8,10.8,21.1,30.7,0,0,0,5,5,1
2022,20723,2,HOME,NYR,Player76,WRIST,76.5,7.9,14.8,32.3,0,0,0,5,5,0
2022,20927,2,HOME,VGK,Player77,WRIST,79.2,-3.8,10.5,21.4,0,0,0,5,5,0
2022,20204,3,HOME,PIT,Player78,WRIST,83.1,15.2,16.3,68.8,0,0,0,5,5,0
2022,20531,2,AWAY,COL,Player79,WRIST,77.6,10.4,15.4,42.3,1,0,0,5,5,1
2023,20328,2,AWAY,EDM,Player80,WRIST,67.9,11.8,24.2,29.2,0,1,0,5,5,0
2023,20875,2,AWAY,TOR,Player81,WRIST,78.1,12.1,16.3,47.9,0,0,0,5,5,0
2022,20799,3,AWAY,MTL,Player82,WRIST,47.4,-11.2,43.1,15.0,0,0,0,4,5,0
2023,20739,3,HOME,COL,Player83,SNAP,83.3,21.2,21.9,74.9,0,0,0,4,3,0
2022,20446,3,AWAY,NYR,Player84,SLAP,80.5,-3.2,9.1,20.6,0,0,0,5,5,0
2023,20561,2,HOME,NYR,Player85,WRIST,78.0,-2.2,11.2,11.3,0,0,0,5,5,0
2023,20868,1,AWAY,TOR,Player86,BACKHAND,79.9,-37.8,38.8,76.4,0,0,0,5,5,0
2022,20807,3,AWAY,MTL,Player87,WRIST,71.5,35.2,39.3,63.6,1,0,0,5,5,0
2023,20160,1,HOME,CAR,Player88,TIP-IN,75.6,2.4,13.6,10.3,0,0,0,5,5,0
2023,20159,3,HOME,PIT,Player89,WRIST,45.7,-18.4,47.1,23.0,0,0,0,5,4,0
2023,20116,1,AWAY,TBL,Player90,SLAP,85.0,-7.0,8.1,60.4,0,0,0,5,5,0
2023,20300,2,HOME,TBL,Player91,WRIST,81.4,2.5,8.0,18.0,1,0,0,5,5,1
2022,20282,1,AWAY,COL,Player92,WRIST,79.7,18.7,20.9,63.4,0,0,0,5,5,0
2022,20563,1,AWAY,TBL,Player93,SLAP,80.6,-4.2,9.4,26.4,0,0,1,5,5,0
2022,21215,1,HOME,COL,Player94,WRIST,87.1,4.0,4.4,64.8,0,0,0,5,5,0
2022,20298,3,HOME,CAR,Player95,SNAP,80.7,24.2,25.6,71.1,0,0,0,5,5,0
2022,20367,2,HOME,CAR,Player96,BACKHAND,67.4,-23.5,31.9,47.4,0,0,0,5,5,0
2022,20223,2,HOME,TBL,Player97,SNAP,72.9,25.6,30.2,57.9,0,0,0,5,5,0
2023,20509,3,HOME,NYR,Player98,WRIST,58.4,1.0,30.6,1.8,0,0,0,4,5,1
2022,20523,2,HOME,NYR,Player99,WRIST,62.7,24.2,35.7,42.6,0,0,0,5,5,0
2022,21254,3,HOME,PIT,Player100,SLAP,82.0,25.5,26.4,74.7,0,0,0,5,5,0
2023,20868,1,AWAY,PIT,Player101,WRIST,88.2,-4.8,4.8,80.6,0,0,0,5,5,0
2023,20988,3,AWAY,VGK,Player102,WRIST,85.5,-4.3,5.6,50.8,0,0,0,5,5,0
2023,20695,1,HOME,MTL,Player103,DEFLECTED,70.4,19.6,27.0,46.6,0,1,0,5,5,0
2023,20225,3,AWAY,CAR,Player104,TIP-IN,74.6,9.0,17.0,32.1,0,0,0,4,4,0
2022,20670,3,HOME,CAR,Player105,BACKHAND,70.9,-9.6,20.5,28.0,0,0,0,5,4,0
2022,20756,1,AWAY,TBL,Player106,WRIST,84.6,-20.1,20.6,77.7,0,0,0,5,5,0
2022,20314,2,HOME,VGK,Player107,TIP-IN,77.3,-9.1,14.8,38.0,0,1,0,5,5,0
2023,21078,2,HOME,NYR,Player108,DEFLECTED,51.5,-40.1,55.0,46.9,0,0,0,5,5,0
2022,20140,1,HOME,EDM,Player109,WRAP-AROUND,82.8,9.2,11.1,55.8,0,0,0,5,5,0
2023,20696,1,AWAY,TOR,Player110,SLAP,74.1,78.6,80.0,79.3,0,0,0,5,5,0
2022,20717,3,HOME,EDM,Player111,BACKHAND,78.7,-18.3,21.0,60.7,0,0,0,5,5,0
2022,21047,3,AWAY,TOR,Player112,SLAP,70.9,-7.9,19.8,23.4,0,0,0,5,5,0
2022,20333,2,AWAY,COL,Player113,WRIST,85.0,9.5,10.3,67.0,0,0,0,5,5,0
2022,20179,2,AWAY,TBL,Player114,WRIST,86.0,-4.1,5.1,53.8,0,1,0,5,3,1
2023,20903,3,HOME,TOR,Player115,WRIST,80.9,34.7,35.6,76.9,0,0,0,5,6,0
2023,20447,2,HOME,COL,Player116,WRIST,84.9,-43.9,44.1,84.6,0,0,0,5,5,0
2023,21188,2,HOME,TOR,Player117,WRIST,84.2,-11.4,12.4,67.0,0,0,0,5,5,0
2023,20613,2,AWAY,NYR,Player118,SNAP,81.9,-3.6,8.0,26.5,0,1,0,5,5,0
2022,20409,2,HOME,EDM,Player119,WRIST,86.1,18.7,19.0,81.1,0,0,0,5,5,0
2023,20234,2,HOME,BOS,Player120,SLAP,71.2,-9.5,20.1,28.0,0,0,0,5,5,0
2023,20627,2,AWAY,NYR,Player121,WRIST,59.7,-1.9,29.4,3.6,0,1,0,5,5,0
2022,20156,2,HOME,VGK,Player122,SNAP,66.1,33.2,40.3,55.4,0,0,0,5,5,0
2023,20783,3,AWAY,VGK,Player123,TIP-IN,86.9,-16.2,16.3,82.5,0,0,0,6,5,0
2022,21280,3,AWAY,VGK,Player124,WRIST,83.8,-5.3,7.4,45.6,0,0,0,5,5,0
2022,20803,2,AWAY,EDM,Player125,SLAP,84.3,-20.5,21.0,77.0,0,1,0,5,5,0
2022,20466,2,HOME,COL,Player126,WRIST,69.6,15.3,24.7,38.2,0,0,0,5,5,0
2022,20044,3,HOME,COL,Player127,TIP-IN,75.3,44.5,46.5,72.9,0,0,0,5,5,0
2022,20646,2,AWAY,TOR,Player128,SNAP,84.1,-12.4,13.3,68.4,0,0,0,4,6,0
2022,20298,1,AWAY,COL,Player129,WRIST,69.3,12.1,23.1,31.5,0,0,0,4,5,0
2023,21024,1,AWAY,NYR,Player130,SNAP,54.9,-12.6,36.4,20.3,0,0,0,5,5,0
2023,21108,3,AWAY,MTL,Player131,TIP-IN,60.0,-5.6,29.5,10.9,0,1,0,5,5,0
2023,20984,2,AWAY,NYR,Player132,WRIST,81.9,5.6,9.0,38.5,0,0,0,5,5,0
2023,20956,1,HOME,COL,Player133,WRIST,82.2,11.8,13.7,60.1,0,0,0,4,5,0
2023,20951,3,HOME,NYR,Player134,WRIST,71.8,15.5,23.2,42.0,0,0,0,5,6,0
2023,20888,3,HOME,MTL,Player135,WRIST,77.0,-4.8,12.9,21.7,0,0,0,5,5,0
2023,20830,1,AWAY,NYR,Player136,WRAP-AROUND,81.0,3.2,8.6,22.0,0,0,0,5,5,1
2022,20302,1,AWAY,PIT,Player137,SNAP,87.5,1.3,2.0,42.1,0,0,0,5,4,0
2023,20694,3,HOME,TOR,Player138,WRIST,73.1,-36.1,39.4,66.2,0,0,0,5,5,0
2023,20030,2,HOME,TOR,Player139,WRIST,57.8,26.1,40.7,40.0,0,0,0,5,5,0
2023,20144,2,HOME,COL,Player140,DEFLECTED,80.5,1.9,8.7,12.4,0,0,0,5,5,0
2023,20990,1,AWAY,NYR,Player141,WRIST,59.6,-8.5,30.6,16.1,0,1,0,4,5,0
2022,20933,1,AWAY,EDM,Player142,SNAP,83.3,-3.5,6.7,31.3,0,0,0,5,5,0
2022,20134,2,HOME,TBL,Player143,WRIST,65.8,36.5,43.2,57.5,0,1,0,5,5,0
2023,21195,2,HOME,EDM,Player144,BACKHAND,16.9,-34.6,80.0,25.6,0,0,0,5,5,0
2022,20294,3,HOME,MTL,Player145,TIP-IN,71.5,26.0,31.4,56.0,0,0,0,5,4,0
2022,21115,1,AWAY,BOS,Player146,BACKHAND,71.5,-5.1,18.3,16.2,0,0,0,5,5,0
2023,20139,2,AWAY,BOS,Player147,SNAP,79.6,-5.9,11.2,32.2,0,1,0,5,5,0
2023,20681,1,HOME,VGK,Player148,SLAP,85.3,-7.6,8.4,64.1,0,0,0,5,5,1
2023,21038,3,AWAY,VGK,Player149,WRIST,76.2,-18.3,22.4,55.0,0,0,0,6,5,0
2023,20838,2,HOME,TBL,Player150,WRIST,85.1,-6.3,7.5,58.0,0,0,0,5,5,0
2022,20461,1,AWAY,CAR,Player151,SLAP,73.2,-10.6,19.1,33.9,0,0,0,6,5,0
2023,20746,3,HOME,TBL,Player152,SNAP,58.6,-49.0,57.7,58.2,0,0,0,4,5,0
2022,20022,1,AWAY,VGK,Player153,WRIST,79.4,27.0,28.6,70.4,0,0,0,5,5,0
2022,20327,3,AWAY,BOS,Player154,WRAP-AROUND,53.2,-4.1,36.0,6.6,0,1,0,5,5,0
2022,20628,2,AWAY,EDM,Player155,SNAP,80.7,-4.4,9.4,28.0,1,0,0,5,5,1
2022,20311,1,HOME,NYR,Player156,WRIST,67.2,14.8,26.4,34.1,0,1,0,5,5,0
2022,20747,3,HOME,COL,Player157,WRIST,71.3,-14.2,22.6,38.7,0,0,0,5,5,0
2023,20170,2,AWAY,TBL,Player158,BACKHAND,81.8,11.2,13.3,57.2,0,0,0,5,5,0
2023,20047,2,HOME,CAR,Player159,WRIST,68.9,-10.9,22.9,28.4,0,1,0,5,5,0
2022,20236,1,HOME,COL,Player160,WRIST,85.5,2.5,4.3,36.2,0,0,0,5,5,0
2023,20202,2,HOME,COL,Player161,WRIST,53.4,-12.7,37.8,19.6,0,0,0,5,5,0
2023,20731,2,HOME,BOS,Player162,SNAP,75.0,2.5,14.2,10.0,0,0,0,5,5,0
2023,20434,1,HOME,MTL,Player163,WRIST,65.6,22.5,32.4,43.8,0,0,0,5,5,0
2022,21250,1,AWAY,CAR,Player164,WRIST,82.5,-20.3,21.3,72.4,0,0,0,5,5,0
2022,21005,1,AWAY,EDM,Player165,WRIST,65.0,-4.0,24.3,9.4,0,0,0,5,5,0
2022,20091,2,HOME,BOS,Player166,WRIST,58.6,-13.6,33.3,24.2,0,0,0,5,5,0
2023,20095,1,AWAY,PIT,Player167,WRIST,26.0,46.6,78.4,36.5,0,0,0,5,5,0
2023,21057,1,AWAY,TBL,Player168,WRIST,78.0,7.8,13.5,35.5,0,0,0,5,5,1
2023,20348,1,AWAY,EDM,Player169,TIP-IN,82.1,-17.5,18.8,68.4,0,0,0,5,5,0
2023,20204,2,HOME,COL,Player170,BACKHAND,83.4,10.0,11.5,60.5,0,0,0,4,5,0
2022,20263,2,HOME,COL,Player171,SLAP,74.7,36.2,39.0,68.4,0,0,1,4,5,0
2022,20361,2,HOME,EDM,Player172,BACKHAND,62.5,-15.4,30.7,30.2,0,0,0,5,5,0
2023,20311,3,HOME,TBL,Player173,WRIST,61.3,-21.0,34.8,37.1,0,0,0,5,5,0
2023,20148,3,AWAY,TBL,Player174,WRIST,35.1,-44.7,70.1,39.7,0,0,0,5,5,0
2023,20601,3,AWAY,BOS,Player175,WRIST,52.3,-54.6,65.8,56.1,0,0,0,5,5,0
2023,20357,1,HOME,EDM,Player176,WRIST,59.3,-37.5,47.8,51.6,0,0,0,5,5,0
2022,21036,3,HOME,NYR,Player177,SNAP,40.7,-28.8,56.2,30.8,0,0,0,5,5,0
2023,20099,1,HOME,EDM,Player178,SLAP,80.8,-4.5,9.3,28.8,0,0,0,5,5,0
2022,20248,3,HOME,NYR,Player179,WRIST,79.8,9.8,13.5,47.0,0,0,0,5,5,0
2022,20701,2,AWAY,MTL,Player180,WRIST,70.3,20.1,27.5,47.1,0,0,0,5,5,0
2023,20223,3,HOME,TBL,Player181,SLAP,53.5,20.7,41.1,30.2,0,0,0,6,4,0
2023,20647,3,AWAY,VGK,Player182,BACKHAND,79.5,-2.8,9.9,16.3,0,0,0,5,5,0
2023,20608,3,AWAY,BOS,Player183,SNAP,80.6,75.9,76.3,83.7,0,0,0,6,5,0
2022,20540,1,AWAY,PIT,Player184,BACKHAND,81.0,11.8,14.2,55.7,0,0,0,5,5,0
2023,20225,1,HOME,CAR,Player185,WRAP-AROUND,64.0,1.7,25.1,3.8,0,0,0,5,5,0
2023,21000,3,HOME,EDM,Player186,TIP-IN,76.8,-16.5,20.5,53.4,0,0,0,5,4,1
2022,20215,1,HOME,VGK,Player187,TIP-IN,62.6,-27.3,38.0,46.0,0,0,0,5,6,0
2022,20734,1,HOME,TBL,Player188,WRIST,84.4,1.8,5.0,21.3,0,1,0,3,5,0
2022,21269,1,AWAY,BOS,Player189,WRIST,85.0,-24.0,24.3,80.5,0,0,0,5,4,0
2022,21228,2,HOME,BOS,Player190,SLAP,78.5,4.5,11.4,23.0,0,0,0,5,5,0
2023,21139,3,AWAY,NYR,Player191,BACKHAND,74.6,-10.2,17.7,35.2,0,0,0,5,5,0
2022,20276,1,HOME,PIT,Player192,BACKHAND,85.4,24.6,24.9,81.6,0,0,0,5,5,0
2022,21137,1,AWAY,CAR,Player193,WRIST,79.7,-24.7,26.4,69.3,1,0,0,5,6,0
2023,21047,3,HOME,BOS,Player194,WRIST,74.1,17.2,22.8,49.1,0,0,0,4,5,0
2023,20756,1,HOME,TBL,Player195,TIP-IN,86.6,7.8,8.1,73.0,0,0,0,5,4,0
2023,20310,1,HOME,EDM,Player196,WRIST,76.8,8.6,15.0,35.1,0,0,0,5,5,0
2022,20169,3,AWAY,PIT,Player197,SLAP,36.6,-8.6,53.1,9.3,0,0,0,5,5,0
2022,20218,2,HOME,PIT,Player198,WRIST,77.7,10.7,15.5,43.6,0,0,0,5,5,0
2022,21178,1,HOME,VGK,Player199,WRIST,77.1,-19.3,22.6,58.4,0,0,0,5,5,0
2022,20552,2,HOME,COL,Player200,SNAP,78.1,-10.6,15.2,44.2,0,0,0,4,6,0
2022,20911,3,AWAY,EDM,Player201,SNAP,75.0,28.8,32.0,64.0,0,0,0,4,5,0
2022,20462,2,AWAY,TOR,Player202,WRAP-AROUND,83.1,-1.3,6.0,12.2,0,0,0,5,5,0
2023,21068,1,HOME,BOS,Player203,SNAP,76.0,-8.7,15.6,33.7,0,0,0,4,5,0
2022,21258,3,HOME,CAR,Player204,WRIST,64.7,15.1,28.6,31.9,0,0,0,6,5,0
2023,20710,2,AWAY,BOS,Player205,BACKHAND,69.6,28.5,34.5,55.8,0,0,0,5,5,0
2022,20277,3,AWAY,PIT,Player206,WRIST,72.8,17.2,23.7,46.7,0,0,0,5,5,0
2022,20776,1,AWAY,EDM,Player207,WRIST,71.5,6.8,18.8,21.1,0,0,0,5,5,0
2023,20687,2,AWAY,COL,Player208,SNAP,78.9,-36.7,38.1,74.6,0,1,0,5,3,0
2022,20163,2,HOME,MTL,Player209,BACKHAND,88.1,49.7,49.7,89.0,0,0,0,6,5,0
2023,20908,3,AWAY,COL,Player210,WRIST,54.8,-19.9,39.6,30.1,0,0,0,5,5,0
2023,20769,3,AWAY,MTL,Player211,TIP-IN,78.9,-10.8,14.8,46.8,0,0,0,5,5,0
2022,21206,2,HOME,BOS,Player212,DEFLECTED,60.8,3.7,28.4,7.5,0,0,0,4,3,0
2023,20104,2,AWAY,VGK,Player213,WRAP-AROUND,84.8,-4.9,6.5,49.2,0,0,0,6,5,1
2023,20503,3,AWAY,MTL,Player214,TIP-IN,62.7,-6.5,27.1,13.9,0,0,0,5,5,0
2023,21016,3,HOME,TOR,Player215,BACKHAND,76.4,-15.9,20.3,51.6,0,0,0,5,5,0
2022,20414,1,HOME,MTL,Player216,WRIST,75.5,13.6,19.2,45.3,0,0,0,5,5,0
2023,20135,1,HOME,TOR,Player217,WRIST,64.8,34.2,41.9,54.8,0,0,0,5,5,0
2022,21211,1,AWAY,TBL,Player218,SNAP,74.2,11.9,19.0,38.9,0,0,0,5,5,0
2022,20605,1,AWAY,VGK,Player219,TIP-IN,63.5,13.8,29.0,28.5,0,0,0,4,5,0
2022,21100,2,HOME,PIT,Player220,WRIST,84.5,-10.3,11.3,66.4,0,0,0,5,5,0
2022,20286,3,AWAY,NYR,Player221,WRIST,49.1,-37.3,54.7,43.1,0,0,0,5,5,0
2022,20305,2,AWAY,NYR,Player222,TIP-IN,75.7,19.8,23.8,56.2,0,0,0,5,5,0
2023,20551,3,AWAY,TBL,Player223,WRIST,56.3,-18.2,37.5,29.1,0,1,0,5,5,0
2023,20643,3,AWAY,PIT,Player224,BACKHAND,73.5,-52.5,54.8,73.6,0,0,0,5,5,0
2022,20672,2,AWAY,PIT,Player225,WRAP-AROUND,76.0,-13.3,18.6,45.6,0,1,0,5,5,0
2022,20268,3,HOME,BOS,Player226,WRIST,60.5,-32.1,42.9,48.5,0,0,0,5,5,0
2022,21291,2,AWAY,CAR,Player227,WRIST,65.8,23.8,33.2,45.7,0,0,0,5,5,0
2023,20922,3,AWAY,TBL,Player228,DEFLECTED,77.5,-21.5,24.4,61.8,0,0,0,5,3,0
